"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/1871-Vicki-Ln-SE-30316/home/23738361","SOLD BY REDFIN","1871 Vicki Ln SE, Atlanta, GA 30316","You must see this Adorable 3/2 4 side brick with unfinished basement. Paint your own Great income producing potential. Property has been thoughtfully renovated with designer finishes. Primary suite has a spa stand alone large shower. Open floor plan with natural day light. This house has 3 spacious bedrooms and 2 bathrooms. Large private fenced in yard, off street parking, top notch finishes. A short drive to Everything EAV, Grant Park, Glenwood Village has to offer and convenient access to 1-20. This is a GREAT in town property. 5 minutes from walking trails, Barack S Obama Academy and Hank Aaron new park. Please don't wait. This one won't last.","$385,000","3 beds","2 baths","2,100"
"https://www.redfin.com/GA/Atlanta/274-Ferguson-St-NE-30307/home/23742132","SOLD BY REDFIN","274 Ferguson St NE, Atlanta, GA 30307","LOCATION, LOCATION, LOCATION! What an excellent opportunity to own a home in the Mary Lin/Inman school district in beautiful Candler Park. Well-maintained, spacious home with a fenced front yard and a 2 car garage. Walk to Mary Lin Elementary, Candler Park, Little 5, Edgewood Retail and Marta. Bike to the Beltline and Decatur. Great street with awesome neighbors!  The rocking chair front porch overlooks the gated yard with a lush garden. The main floor generous and convenient layout allows for functional and modern living. Gorgeous hardwood floors throughout both levels and a beautiful wood staircase are just some of the details of this impressive home. The spacious living room also has a s","$534,000","3 beds","2.5 baths","1,888"
"https://www.redfin.com/GA/Atlanta/359-Sisson-Ave-NE-30317/home/23742725","SOLD BY REDFIN","359 Sisson Ave NE, Atlanta, GA 30317","Spacious, stylish and in the perfect location. Close to trendy shops, restaurants, Bessie Branham Park, Oakhurst Village, MARTA and College Ave. This wonderful home offers beautiful hardwood floors, family room with decorative fire place and tiled sun room which could be used as an office. Kitchen with stunning leathered marble counter tops, stainless steel appliances, gas cooktop, bar and breakfast nook. Principal bedroom with two closets and updated principal bathroom with awesome walk-in shower. Two good-size additional bedrooms, featuring large closets, share a full bath in the hall. Separate laundry/utility room. Beautiful landscaped backyard with privacy fence, newer deck made with du","$625,000","3 beds","2 baths","1,283"
"https://www.redfin.com/GA/Atlanta/415-Harold-Ave-NE-30307/home/23743558","SOLD BY REDFIN","415 Harold Ave NE, Atlanta, GA 30307","Welcome home to your idyllic Lake Claire cottage! The front garden greets you with year round planting and the front door opens to a nicely spacious living room with a functional wood burning fireplace. The dining room is just beyond the living room and is perfect for entertaining. The kitchen features white cabinetry and stainless appliances. Take the stairs to the very large loft that can be used as a third bedroom, office or a media room. The back screened in porch and deck are delightful to sit and have your morning coffee or for evening entertaining with friends. The garden continues in the back with several planting beds and a hot house. Bocce Ball Anyone? Brand New HVAC system! Leave","$592,500","3 beds","1 bath","1,490"
"https://www.redfin.com/GA/Atlanta/1273-Briarcliff-Rd-NE-30306/home/23747283","SOLD BY REDFIN","1273 Briarcliff Rd NE, Atlanta, GA 30306","Great opportunity with a prime Atlanta location, right near Emory! Freshly painted with an updated kitchen this all brick ranch-style home sits on a big corner lot with a large deck and access from Briardale Lane. 3 Bedroom 2 Bath home with beautiful original oak floors a large living and dining room, eat-in kitchen with a window pass to the sunroom. An unfinished basement and one-car garage could add to the current living space. Tons of potential in this home, and it would be a perfect primary residence or rental for an investor. Convenient to parks, shopping, dining, entertainment and easy access to the entire metro area.","$585,000","3 beds","2 baths","1,860"
"https://www.redfin.com/GA/Atlanta/2262-Abby-Ln-NE-30345/home/23751321","SOLD BY REDFIN APR 14, 2025","2262 Abby Ln NE, Atlanta, GA 30345","This striking 5-bedroom, 3-bath home in Oak Grove offers a spacious and well-designed layout with stylish finishes throughout. Wide hallways and an open-concept main level create a welcoming flow, leading to a gorgeous kitchen with a large island, walk-in pantry, and sleek cabinetry. Two private bedrooms on the main level provide flexibility for a guest suite, home office, or multi-generational living. Hardwood floors, recessed lighting, and seamless indoor-outdoor access extend to a covered deck and a fenced, flat backyard—perfect for entertaining. Upstairs, a generous loft adds valuable living space, accompanied by bright and airy bedrooms, an upstairs laundry room, and a sprawling","$1,085,000","5 beds","3 baths","3,671"
"https://www.redfin.com/GA/Brookhaven/3609-Ashford-Creek-Dr-NE-30319/home/23762420","SOLD BY REDFIN","3609 Ashford Creek Dr NE, Brookhaven, GA 30319","Beautiful and meticulously maintained multi-level townhome in the sought-after Ashford Creek Gated Community in Brookhaven. This townhome is one of the larger units in the neighborhood with an amazing floor plan and ample storage space. This home features an open and bright floor-plan; family room w/ gas fireplace, hardwood floors, a gorgeous gourmet kitchen that has beautiful granite counters, new Bosch Stainless Steel appliances (2018), stained cabinetry, a large walk-in pantry, eat-in breakfast area, and wet bar. Heavy crown molding throughout main and upper levels. Upper level has a washer/dryer connection, newer carpet, plush padding and has always been kept extremely clean as this is","$439,000","3 beds","3.5 baths","2,396"
"https://www.redfin.com/GA/Atlanta/100-Moreland-Ave-SE-30316/unit-G/home/23762905","SOLD BY REDFIN","100 Moreland Ave SE Unit G, Atlanta, GA 30316","Welcome to your new town-home! This end unit boasts high ceilings that give an open and spacious feel to the living areas, making it the perfect place to call home. With great natural light pouring in from multiple windows, the entire space is bright and inviting. Whether you're entertaining friends or just relaxing with a book, you'll love the warm and cozy atmosphere. Located in a desirable city location, this well loved property is just a short walk away from restaurants and shopping, providing you with plenty of options for entertainment and dining. The convenience to some of your favorite places cannot be overstated (Beltine, Edgewood Retail District, Little Five Points, coffee shops,","$420,000","2 beds","2 baths","1,316"
"https://www.redfin.com/GA/Atlanta/1660-Cecilia-Dr-SE-30316/home/23768209","SOLD BY REDFIN","1660 Cecilia Dr SE, Atlanta, GA 30316","Beautiful home in East Atlanta! This 3 bed, 2.5 bath home is filled with updates inside and out including a beautiful open floor plan, large owners suite, light-filled living spaces, and a spacious fenced-in yard with an in-ground swimming pool which is perfect for entertaining. Other features include an eat-in kitchen with granite countertops and island, white soft-close cabinetry, stainless steel appliances, separate dining area with coffered ceilings, and a large laundry room. This amazing home is under market value and priced to sell!","$315,000","3 beds","2.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/1251-McPherson-Ave-SE-30316/home/23770037","SOLD BY REDFIN","1251 Mcpherson Ave SE, Atlanta, GA 30316","WELCOME TO 1251 MCPHERSON AVE SE! This adorable 1938 cottage bungalow sits just blocks away from the popular East Atlanta Village. With 2 bedrooms and 1 bath, this cutie has all the conveniences you need for city living plus OFF STREET PARKING. The details and respect for its historic charm are evident from the lovingly maintained ORIGINAL HARDWOOD FLOORS, extended baseboards, and picture rails in both bedrooms. The stained glass front door adds additional character and charm as it invites you into the living room that is connected to the side SCREENED PORCH where you can enjoy your morning coffee or tea. The separate dining room opens to the kitchen that is updated and functional. The bath","$399,000","2 beds","1 bath","810"
"https://www.redfin.com/GA/Atlanta/71-Russell-St-NE-30317/home/23771528","SOLD BY REDFIN","71 Russell St NE, Atlanta, GA 30317","Experience the very best of in-town living in this beautiful home on a quiet street in East Lake - just steps from Oakhurst, McKoy Park, and Hosea + 2nd. Featuring an open floor plan, excellent finishes, and great natural lighting, this home is perfect for families and entertaining. You'll enter the home from a welcoming front porch into a spacious dining room full of character with accented coffered ceilings and chair molding. Off the dining room is a bedroom / office and full bathroom. The open concept kitchen and living area is the focal point of the home, featuring a large island, granite countertops, and fireplace. French doors lead out to a large back porch and fenced backyard area -","$772,000","4 beds","3 baths","2,494"
"https://www.redfin.com/GA/Brookhaven/2341-Loraine-St-NE-30319/home/23780436","SOLD BY REDFIN","2341 Loraine St NE, Atlanta, GA 30319","Entertainer's dream home in BROOKHAVEN HEIGHTS with well-designed upgrades and high-end features on the best street in the neighborhood. This home abounds with natural light. The large kitchen features a 6-burner gas double door range, butler's pantry, two sinks, and reverse osmosis drinking water. On main, there is also an office, a fireside great room, a screened porch, and a vine-wrapped deck for privacy. Upstairs offers a fireside primary suite with private balcony, large California-style closet, and a large bathroom with separated vanities. Two additional bedrooms each with walk-in closets and private baths also upstairs. The terrace level has a wet bar, a living room, and a large bedr","$1,075,000","4 beds","4.5 baths","4,740"
"https://www.redfin.com/GA/Atlanta/2146-Briarlake-Trce-NE-30345/home/23780557","SOLD BY REDFIN","2146 Briarlake Trce NE, Atlanta, GA 30345","Traditional charm and beautiful details. Located in a lovely subdivision, close to I85, I285, schools, restaurants and shopping, and in the Oak Grove Elementary school district! This home offers hardwood floors on the main floor, double height entrance foyer, formal dining room and breakfast nook. The spacious kitchen has granite counter tops, tall cabinets and recessed lights. Family room with fireplace. Upstairs, three spacious bedrooms, more storage, laundry room and the large primary bedroom with walk-in closet. Primary bathroom with separate shower/bathtub. Basement with guest bedroom, full bathroom, and a fantastic bonus room ideal as an office, media room, rec room, etc. Outside, thi","$584,000","5 beds","3.5 baths","3,472"
"https://www.redfin.com/GA/Atlanta/3599-Evans-Rd-30340/home/23782426","SOLD BY REDFIN","3599 Evans Rd, Atlanta, GA 30340","Welcome to this delightful retreat. Charming 4 bed 2.5 bath on a finished basement with an oversized deck and large lot. No HOA! The split entryway foyer on the main level welcomes you to the formal dining room, living area, half bath, and kitchen with an eat in area. The kitchen features SS appliances with plenty of cabinetry and views of the large deck and private yard. Lots of natural sunlight throughout. Upstairs features 4 bedrooms with 2 full baths and an additional bonus room convenient for an office or study space. The primary suite features his and hers closets. Hardwood floors throughout. Beautifully finished terrace level with separate access to the yard. Backyard offers multiple","$402,000","4 beds","2.5 baths","2,128"
